ID,Group,Sex,GOL,BNL,BBH,XCB,XFB,ZYB,ASB,BPL,NLH,NLB,MAB,OBH,OBB,STB,FOL,UFHT
ANAT-003,MSU,U,181.0,104.0,124.0,139.0,114.0,139.0,117.0,100.0,51,24,64.0,36,42,107.0,39.0,71.0
